date,close,volume,return,volatility,interest_rate,inflation,unemployment,gdp
2016-11-01,25.44943618774414,2886220000.0,-0.000957033615076158,0.01312954881573324,0.41,242.026,4.7,19089.379
2016-12-01,26.669864654541016,2435086800.0,0.0022594340797786566,0.0074637017741360475,0.54,242.637,4.7,19089.379
2017-01-01,27.943254470825195,2252488000.0,0.002347776610915342,0.005242833200288545,0.65,243.618,4.7,19280.084
2017-02-01,31.681442260742188,2299874400.0,0.006718578513041204,0.013916434846489321,0.66,244.006,4.6,19280.084
2017-03-01,33.2240104675293,2246513600.0,0.002099353842611024,0.007972226136450836,0.79,243.892,4.4,19280.084
2017-04-01,33.2216911315918,1493216400.0,1.2851473287965232e-05,0.005911983296685837,0.9,244.193,4.4,19438.643
2017-05-01,35.47437286376953,2615927200.0,0.003057226633366888,0.012145751159865102,0.91,244.004,4.4,19438.643
2017-06-01,33.44474029541016,2736712400.0,-0.0025759626123217968,0.014320601599179063,1.04,244.163,4.3,19438.643
2017-07-01,34.538509368896484,1688047600.0,0.0016401494018496387,0.007915668134012106,1.15,244.243,4.3,19692.595
2017-08-01,38.23411178588867,2644276000.0,0.004532334109465393,0.014711342751334398,1.16,245.183,4.4,19692.595
2017-09-01,35.93072509765625,2721496400.0,-0.003051045508309508,0.010356507778978868,1.15,246.435,4.3,19692.595
2017-10-01,39.40910720825195,2017165200.0,0.0042747659885194215,0.011782146546074389,1.15,246.626,4.2,20037.088
2017-11-01,40.208251953125,2402653600.0,0.0010230612164619328,0.011843060496667779,1.16,247.284,4.2,20037.088
2017-12-01,39.595252990722656,2124735200.0,-0.0007251401555753656,0.009470533771235988,1.3,247.805,4.1,20037.088
2018-01-01,39.174102783203125,2638717600.0,-0.00046006213949862084,0.010136678021209952,1.41,248.859,4.0,20328.553
2018-02-01,41.845176696777344,3711577200.0,0.003723990154529388,0.02281323982409346,1.42,249.529,4.1,20328.553
2018-03-01,39.41603088378906,2854910800.0,-0.0027125492348282635,0.016676803582331166,1.51,249.577,4.0,20328.553
2018-04-01,38.824005126953125,2664617200.0,-0.0005951849277540957,0.0161280554857075,1.69,250.227,4.0,20580.912
2018-05-01,44.070072174072266,2483905200.0,0.005866317850341782,0.013770438493952292,1.7,250.792,3.8,20580.912
2018-06-01,43.65499877929688,2110498000.0,-0.00041440587384721807,0.00870922811601226,1.82,251.018,4.0,20580.912
2018-07-01,44.87662887573242,1574765600.0,0.0013595782273489057,0.009657638652564235,1.91,251.214,3.8,20798.73
2018-08-01,53.87088394165039,2801275600.0,0.008066782628771777,0.014121877897941471,1.91,251.663,3.8,20798.73
2018-09-01,53.42359161376953,2715888000.0,-0.0003413368180761556,0.014354290671532653,1.95,252.182,3.7,20798.73
2018-10-01,51.79537582397461,3158994000.0,-0.0011405309244160843,0.02060972365585729,2.19,252.772,3.8,20917.867
2018-11-01,42.4101791381836,3845305600.0,-0.009098872416680313,0.02787897854144218,2.2,252.594,3.8,20917.867
2018-12-01,37.460975646972656,3595690000.0,-0.006139736058983348,0.028092526541301486,2.27,252.767,3.9,20917.867
2019-01-01,39.52711486816406,3312349600.0,0.003042356836997046,0.031446224926295126,2.4,252.561,4.0,21111.6
2019-02-01,41.2969970703125,1890162400.0,0.0023568582467235507,0.01017580212074603,2.4,253.319,3.8,21111.6
2019-03-01,45.30386734008789,2603925600.0,0.0045120586816357125,0.014017332497948409,2.41,254.277,3.8,21111.6
2019-04-01,47.86061096191406,2024470800.0,0.0026571240858244667,0.009100727020150407,2.42,255.233,3.7,21397.938
2019-05-01,41.915714263916016,2957826400.0,-0.005795272850301201,0.021189766253981925,2.39,255.296,3.6,21397.938
2019-06-01,47.38650894165039,2060874800.0,0.006243277794258267,0.013881335802742492,2.38,255.213,3.6,21397.938
2019-07-01,51.006591796875,1895406800.0,0.003409059698075539,0.01095625489142292,2.4,255.802,3.7,21717.171
2019-08-01,50.16696166992188,2724326400.0,-0.0004934447156746705,0.02326036929898808,2.13,256.036,3.6,21717.171
2019-09-01,53.82722854614258,2170268400.0,0.0036135172730399233,0.013506529759420424,2.04,256.43,3.5,21717.171
2019-10-01,59.78506088256836,2433210800.0,0.004661634759718287,0.01349548774095111,1.83,257.155,3.6,21933.217
2019-11-01,64.42163848876953,1793326000.0,0.0037861600436191354,0.009716694096729114,1.55,257.879,3.6,21933.217
2019-12-01,70.78544616699219,2388794800.0,0.004549112231092276,0.01057095793329353,1.55,258.63,3.6,21933.217
2020-01-01,74.60856628417969,2934370400.0,0.0026607379566468865,0.017839678704415027,1.55,259.127,3.6,21751.238
2020-02-01,66.05086517333984,3019279200.0,-0.006108866486167153,0.02419982574304518,1.58,259.25,3.5,21751.238
2020-03-01,61.44305038452149,6280072400.0,-0.00126148929942615,0.06502645200813326,0.65,258.076,4.4,21751.238
2020-04-01,70.98970031738281,3265299200.0,0.007338768975704502,0.0305712654340073,0.05,256.032,14.8,19958.291
2020-05-01,77.03050994873047,2805936000.0,0.004162492050156824,0.012235815432253407,0.05,255.802,13.2,19958.291
2020-06-01,88.38373565673828,3243375600.0,0.0064592737091087845,0.019888886080307224,0.08,257.042,11.0,19958.291
2020-07-01,102.97868347167967,3020283200.0,0.0073136652528937255,0.027289793308052264,0.09,258.352,10.2,21704.437
2020-08-01,125.28074645996094,4070061100.0,0.009565813422122113,0.01992001763740039,0.1,259.316,8.4,21704.437
2020-09-01,112.43614196777344,3885245100.0,-0.004564188993258405,0.034404945772414756,0.09,259.997,7.8,21704.437
2020-10-01,105.68861389160156,2894666500.0,-0.0024431051132473873,0.027703513842182326,0.09,260.319,6.9,22087.16
2020-11-01,115.78115844726562,2123077300.0,0.004719650415189286,0.017781440497605817,0.09,260.911,6.7,22087.16
2020-12-01,129.04666137695312,2322189600.0,0.005093130495913751,0.017888105285869777,0.09,262.045,6.7,22087.16
2021-01-01,128.3367156982422,2240262000.0,-1.3110359096837448e-05,0.024178332435006302,0.09,262.687,6.4,22680.693
2021-02-01,118.10670471191406,1833855600.0,-0.004268732440617061,0.014023077984201136,0.08,263.579,6.2,22680.693
2021-03-01,118.97356414794922,2650418200.0,0.0005744665918490292,0.023224829208282345,0.07,264.961,6.1,22680.693
2021-04-01,128.04147338867188,1889857500.0,0.0035911994091605494,0.013567525355067864,0.07,266.614,6.1,23425.91
2021-05-01,121.57574462890624,1711934900.0,-0.0024696391859738375,0.015705309416502736,0.06,268.383,5.8,23425.91
2021-06-01,133.62498474121094,1606590000.0,0.004349040127009202,0.009665458191848575,0.08,270.654,5.9,23425.91
2021-07-01,142.30831909179688,1919035100.0,0.003095901157388966,0.014008793962391004,0.1,271.903,5.4,23982.379
2021-08-01,148.35488891601562,1461542800.0,0.0019564951089613676,0.011537324819360753,0.09,272.676,5.1,23982.379
2021-09-01,138.26132202148438,1797835100.0,-0.0032670979162913276,0.013115511537200737,0.08,273.91,4.7,23982.379
2021-10-01,146.37135314941406,1565079200.0,0.002784692430608817,0.011829820989849194,0.08,276.55,4.5,24813.6
2021-11-01,161.7522735595703,1691029000.0,0.004870219773070635,0.014556852144440337,0.08,278.919,4.1,24813.6
2021-12-01,173.7589874267578,2444766700.0,0.0034220351353668795,0.01844295397703788,0.08,280.845,3.9,24813.6
2022-01-01,171.02880859375,2108446000.0,-0.0005661478076630533,0.022036300525456576,0.08,282.543,4.0,25250.347
2022-02-01,161.7820281982422,1627516300.0,-0.0028131494973002713,0.01507599642370128,0.08,284.5,3.9,25250.347
2022-03-01,171.0802001953125,2180800100.0,0.0026222900752062984,0.019930376250490548,0.2,287.674,3.7,25250.347
2022-04-01,154.4630126953125,1687795600.0,-0.004878190726477693,0.02140134648397692,0.33,288.561,3.7,25861.292
2022-05-01,146.04539489746094,2401040300.0,-0.0021998799732807495,0.031108946184284367,0.77,291.298,3.6,25861.292
2022-06-01,134.15298461914062,1749099800.0,-0.003753324788304723,0.02426680002700905,1.21,294.957,3.6,25861.292
2022-07-01,159.45872497558594,1447125400.0,0.008791736049790371,0.015551224615659859,1.68,294.913,3.5,26336.304
2022-08-01,154.4823455810547,1510239600.0,-0.001251758707831529,0.01623381329476713,2.33,295.097,3.6,26336.304
2022-09-01,135.7935333251953,2084722800.0,-0.0058643587411093285,0.02308648452303466,2.56,296.349,3.5,26336.304
2022-10-01,150.66989135742188,1868139700.0,0.0052967808505610245,0.026685970524312572,3.08,298.007,3.6,26770.514
2022-11-01,145.6936492919922,1724847700.0,-0.0011794522881449882,0.029982823182304795,3.78,298.786,3.6,26770.514
2022-12-01,127.87930297851562,1675731200.0,-0.006032694850809531,0.01817514022733649,4.1,298.832,3.5,26770.514
2023-01-01,142.01266479492188,1443652500.0,0.005381023369915344,0.01625350429763577,4.33,300.42,3.5,27216.445
2023-02-01,145.30496215820312,1307198900.0,0.0013358680427465815,0.016533483777968778,4.57,301.45,3.6,27216.445
2023-03-01,162.54519653320312,1520266600.0,0.004976845831823142,0.013759863320338697,4.65,301.821,3.5,27216.445
2023-04-01,167.25694274902344,969776400.0,0.0015797623266366554,0.01262677757056582,4.83,302.845,3.4,27530.055
2023-05-01,174.96051025390625,1275364700.0,0.0021236015103877626,0.012627861094411337,5.06,303.334,3.6,27530.055
2023-06-01,191.46453857421875,1297383300.0,0.004345269374449081,0.009594711654555065,5.08,304.014,3.6,27530.055
2023-07-01,193.91249084472656,996114000.0,0.0006637680543581881,0.007734674597124926,5.12,304.609,3.5,28074.846
2023-08-01,185.6937255859375,1322657800.0,-0.0017540029766129363,0.016215189590534605,5.33,306.082,3.7,28074.846
2023-09-01,169.22674560546875,1337823000.0,-0.004533574787714762,0.014328904544254785,5.33,307.276,3.7,28074.846
2023-10-01,168.7918243408203,1172816900.0,-6.562915108795162e-05,0.010351903035663,5.33,307.696,3.9,28424.722
2023-11-01,187.9969940185547,1099651600.0,0.00518781142288344,0.009560035272079862,5.33,308.148,3.7,28424.722
2023-12-01,190.5504608154297,1063181200.0,0.000713769955488619,0.009077531888106992,5.33,308.741,3.8,28424.722
2024-01-01,182.50405883789065,1187490800.0,-0.001942947248428219,0.015161063780582046,5.33,309.698,3.7,28708.161
2024-02-01,179.119873046875,1161553500.0,-0.0009065193613391088,0.007805886696402409,5.33,310.967,3.9,28708.161
2024-03-01,169.93344116210938,1433151800.0,-0.0025092782697570927,0.015788410085423685,5.33,312.345,3.9,28708.161
2024-04-01,168.79385375976562,1246144100.0,-0.00020085637100497096,0.014902928517170365,5.33,313.023,3.9,29147.044
2024-05-01,190.7745513916016,1336511300.0,0.005691965648901479,0.01550830114950886,5.33,313.175,3.9,29147.044
2024-06-01,209.0035552978516,1717952100.0,0.005025393618676535,0.021371010160185756,5.33,313.044,4.1,29147.044
2024-07-01,220.37559509277344,1153099800.0,0.0025263225987589466,0.015505946053716062,5.33,313.569,4.2,29511.664
2024-08-01,227.5055389404297,1122667000.0,0.0015488898862903923,0.014390142691304682,5.33,314.062,4.2,29511.664
2024-09-01,231.47943115234372,1232097700.0,0.0009700537366669093,0.014809664256506405,5.13,314.732,4.1,29511.664
2024-10-01,224.43569946289065,930736000.0,-0.001258865816371705,0.013200363526367725,4.83,315.631,4.1,29825.182
2024-11-01,236.0405731201172,891588300.0,0.0025666913802415313,0.009500941790390668,4.64,316.528,4.2,29825.182
2024-12-01,249.05946350097656,977916100.0,0.0026099064511324863,0.010244946391097942,4.48,317.604,4.1,29825.182
2025-01-01,234.71778869628903,1200176400.0,-0.00278485540121749,0.019239237401773156,4.33,318.961,4.0,30042.113
2025-02-01,240.79054260253903,862272300.0,0.0014727216936021303,0.016351183930332195,4.33,319.679,4.2,30042.113
2025-03-01,221.1660614013672,1115239500.0,-0.0038608006620738326,0.019286188578427444,4.33,319.785,4.2,30042.113
2025-04-01,211.5778350830078,1607318600.0,-0.0009618374926569599,0.049706702441832944,4.33,320.302,4.2,30485.729
2025-05-01,200.24066162109372,1195728200.0,-0.002408677938400605,0.021147919985628368,4.33,320.62,4.3,30485.729
2025-06-01,204.5475311279297,1100409300.0,0.001127455257290816,0.01151347735669741,4.33,321.435,4.1,30485.729
2025-07-01,206.9402618408203,1079935600.0,0.0005679528199187469,0.009065980277008556,4.33,322.169,4.3,31098.027
2025-08-01,231.6983795166016,1218079100.0,0.005552067534946483,0.018263900730687045,4.33,323.291,4.3,31098.027
2025-09-01,254.1455993652344,1265536400.0,0.004567506026562275,0.01809406001365877,4.22,324.245,4.4,31098.027
2025-10-01,269.85565185546875,1097142200.0,0.0027101056604071482,0.014392506509271218,4.09,324.245,4.4,31422.526
2025-11-01,278.5893249511719,877578200.0,0.0017212779641951658,0.009600573544843435,3.88,325.063,4.5,31422.526
2025-12-01,271.6058349609375,924528800.0,-0.0011266930637614072,0.007462763506224112,3.72,326.031,4.4,31422.526
2026-01-01,259.2374267578125,1040017300.0,-0.002250820143840099,0.012697973175734702,3.64,326.588,4.3,31422.526
2026-02-01,264.17999267578125,988921000.0,0.0012238326333173554,0.021947499000404817,3.64,327.46,4.4,31422.526
2026-03-01,253.7899932861328,900035700.0,-0.0017544180229394383,0.011920718318142893,3.64,330.293,4.3,31422.526
2026-04-01,270.2300109863281,502429400.0,0.005345844391235403,0.014933765724752404,3.64,330.293,4.3,31422.526
